GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000169193	7	23636998	23684327	136	26	173005	0.64503	0.25946	CCDC126
ENSG00000188732	7	23719749	23742868	112	24	173005	0.10083	0.45984	FAM221A
ENSG00000196335	7	23749786	23872132	637	37	173005	0.0773	0.46919	STK31
ENSG00000122585	7	24323782	24331484	38	10	173005	-0.3281	0.62858	NPY
ENSG00000105926	7	24612887	24733812	497	19	173005	1.0453	0.14794	MPP6
ENSG00000105928	7	24737972	24809244	339	30	173005	1.7192	0.042786	DFNA5
ENSG00000070882	7	24836158	25021253	804	92	173005	1.4413	0.074748	OSBPL3
ENSG00000172115	7	25159710	25164980	18	10	173005	1.0128	0.15559	CYCS
ENSG00000153790	7	25174316	25219975	259	18	173005	0.47317	0.31805	C7orf31
ENSG00000105954	7	25264189	25268105	30	9	173005	-0.51616	0.69713	NPVF
ENSG00000050344	7	26191860	26226745	118	19	173005	2.2609	0.011883	NFE2L3
ENSG00000122566	7	26229547	26241149	37	13	173005	2.4723	0.0067118	HNRNPA2B1
ENSG00000122565	7	26240782	26252976	43	14	173005	2.0044	0.022513	CBX3
ENSG00000086300	7	26331541	26413949	372	44	173005	2.3966	0.008273	SNX10
ENSG00000122548	7	26572740	26578407	35	9	173005	-0.34484	0.63489	KIAA0087
ENSG00000222004	7	26677490	26686889	38	7	173005	0.32409	0.37294	C7orf71
ENSG00000005020	7	26706681	27034858	1084	30	173005	-0.16646	0.5661	SKAP2
ENSG00000105991	7	27132612	27135615	11	7	173005	-0.65195	0.74278	HOXA1
ENSG00000105996	7	27139721	27142430	7	3	173005	-0.91946	0.82107	HOXA2
ENSG00000105997	7	27145803	27192200	141	25	173005	1.3823	0.083442	HOXA3
ENSG00000197576	7	27168126	27170418	10	2	173005	1.5843	0.056559	HOXA4
ENSG00000106004	7	27180671	27183287	7	3	173005	0.71361	0.23773	HOXA5
ENSG00000106006	7	27185015	27190222	19	5	173005	0.83844	0.20089	HOXA6
ENSG00000122592	7	27193335	27197555	18	10	173005	-0.030748	0.51226	HOXA7
ENSG00000078399	7	27202054	27210117	25	12	173005	-1.4463	0.92596	HOXA9
ENSG00000257184	7	27203154	27219632	39	16	173005	-0.66783	0.74788	RP1-170O19.20
ENSG00000253293	7	27210210	27219880	18	9	173005	0.10715	0.45734	HOXA10
ENSG00000005073	7	27221129	27224842	13	8	173005	-0.62777	0.73492	HOXA11
ENSG00000106031	7	27233122	27239725	20	7	173005	0.037884	0.48489	HOXA13
ENSG00000106038	7	27282164	27290112	16	6	173005	0.089141	0.46448	EVX1
ENSG00000106049	7	27565061	27702614	572	25	173005	1.784	0.037214	HIBADH
ENSG00000106052	7	27778950	27884183	322	36	173005	1.3244	0.092678	TAX1BP1
ENSG00000153814	7	27870192	28220362	1447	130	173005	0.57157	0.28381	JAZF1
ENSG00000146592	7	28338940	28865511	2198	202	173005	1.4237	0.077262	CREB5
ENSG00000106066	7	29034847	29235067	946	99	173005	-0.044095	0.51759	CPVL
ENSG00000106069	7	29161890	29553944	1729	151	173005	-0.31562	0.62386	CHN2
ENSG00000176532	7	29603427	29606911	16	8	173005	0.024876	0.49008	PRR15
ENSG00000122574	7	29846102	29956682	492	55	173005	1.1681	0.12139	WIPF3
ENSG00000136193	7	29959719	30029905	216	29	173005	-0.37442	0.64595	SCRN1
ENSG00000106080	7	30050203	30066300	36	9	173005	0.031452	0.48745	FKBP14
ENSG00000106086	7	30067020	30170096	334	20	173005	0.57542	0.2825	PLEKHA8
ENSG00000180354	7	30174426	30202378	134	29	173005	-0.058675	0.52339	MTURN
ENSG00000180233	7	30323923	30452118	342	58	173005	-1.3352	0.90909	ZNRF2
ENSG00000106100	7	30464143	30518400	165	27	173005	-0.65104	0.74249	NOD1
ENSG00000006625	7	30536237	30591095	187	25	173005	-1.1894	0.88286	GGCT
ENSG00000106105	7	30634297	30673649	135	23	173005	-1.9135	0.97215	GARS
ENSG00000106113	7	30692200	30739745	172	40	173005	-1.094	0.86302	CRHR2
ENSG00000241644	7	30737601	30797218	279	43	173005	-0.59532	0.72418	INMT
ENSG00000254959	7	30791753	30931696	646	43	173005	-0.82563	0.79549	INMT-FAM188B
ENSG00000106125	7	30811033	30932002	544	36	173005	-0.94975	0.82888	FAM188B
ENSG00000250424	7	30893010	30963427	263	46	173005	-0.36921	0.64401	AQP1
ENSG00000240583	7	30893010	30965131	270	48	173005	-0.27655	0.60894	AQP1
ENSG00000106128	7	30978284	31032869	267	50	173005	-0.16387	0.56508	GHRHR
ENSG00000078549	7	31092076	31151089	217	52	173005	0.12574	0.44997	ADCYAP1R1
ENSG00000164600	7	31377075	31380508	6	3	173005	-1.9533	0.97461	NEUROD6
ENSG00000180347	7	31553704	31698334	596	44	173005	1.4678	0.071084	CCDC129
ENSG00000106341	7	31726329	31748069	83	20	173005	-0.12921	0.5514	PPP1R17
ENSG00000154678	7	31790793	32338941	2627	156	173005	0.45296	0.32529	PDE1C
ENSG00000106355	7	32524951	32534895	47	9	173005	-2.5789	0.99504	LSM5
ENSG00000105778	7	32535038	33078516	2304	52	173005	0.07901	0.46851	AVL9
ENSG00000170852	7	32907784	32933743	71	14	173005	-1.0077	0.8432	KBTBD2
ENSG00000122642	7	32997017	33046543	229	40	173005	1.2834	0.099672	FKBP9
ENSG00000122643	7	33053742	33102409	217	18	173005	-0.24169	0.59549	NT5C3A
ENSG00000164610	7	33134409	33149013	62	13	173005	-0.42014	0.66281	RP9
ENSG00000122507	7	33168856	33645680	1991	79	173005	1.2898	0.098567	BBS9
ENSG00000173862	7	33765593	33768068	10	6	173005	-0.60672	0.72798	RP11-89N17.1
ENSG00000164619	7	33944523	34195484	825	91	173005	-0.11118	0.54426	BMPER
ENSG00000214841	7	34685709	34699772	79	15	173005	2.0579	0.019801	AC005493.1
ENSG00000187258	7	34697851	34917944	1095	68	173005	1.0202	0.15383	NPSR1
ENSG00000173852	7	34968488	35077883	467	26	173005	-0.70518	0.75965	DPY19L1
ENSG00000164532	7	35242042	35293758	157	12	173005	-0.88358	0.81154	TBX20
ENSG00000122557	7	35672269	35735181	197	27	173005	0.49743	0.30944	HERPUD2
ENSG00000122545	7	35840542	35944917	318	26	173005	0.083249	0.46683	SEPT7
ENSG00000205745	7	36118694	36125346	36	13	173005	1.4509	0.073404	PP13004
ENSG00000122547	7	36192758	36341152	635	60	173005	0.61756	0.26843	EEPD1
ENSG00000164542	7	36363830	36429734	218	37	173005	-0.54589	0.70743	KIAA0895
ENSG00000011426	7	36429415	36493400	259	33	173005	-0.97952	0.83634	ANLN
ENSG00000136250	7	36552456	36764154	893	93	173005	0.20698	0.41801	AOAH
ENSG00000155849	7	36893961	37488852	2521	165	173005	1.8103	0.035126	ELMO1
ENSG00000187037	7	37723399	37873390	646	48	173005	1.0341	0.15054	GPR141
ENSG00000086289	7	37723446	37991543	1384	82	173005	0.6752	0.24977	EPDR1
ENSG00000086288	7	37888199	37940003	311	35	173005	-0.18212	0.57225	NME8
ENSG00000106483	7	37945543	38065297	630	61	173005	-0.27879	0.6098	SFRP4
ENSG00000010270	7	38217824	38270272	201	26	173005	0.41487	0.33912	STARD3NL
ENSG00000078053	7	38423305	38671167	1342	79	173005	0.47602	0.31703	AMPH
ENSG00000164556	7	38724946	38726637	8	4	173005	0.12499	0.45027	FAM183B
ENSG00000006715	7	38762563	38971994	909	43	173005	2.0518	0.020096	VPS41
ENSG00000106536	7	39017598	39532694	1991	86	173005	-0.13236	0.55265	POU6F2
ENSG00000241127	7	39605975	39649919	201	31	173005	-0.61298	0.73005	YAE1D1
ENSG00000006451	7	39663082	39747723	243	40	173005	-0.25214	0.59953	RALA
ENSG00000065883	7	39989636	40136733	496	41	173005	-0.34841	0.63624	CDK13
ENSG00000168303	7	40165622	40174258	18	8	173005	0.24391	0.40365	MPLKIP
ENSG00000175600	7	40174575	40900362	1946	134	173005	1.2097	0.1132	SUGCT
ENSG00000122641	7	41724712	41742706	30	15	173005	-1.3273	0.9078	INHBA
ENSG00000106571	7	42000548	42277469	1120	107	173005	-0.46225	0.67805	GLI3
ENSG00000136197	7	42948325	42951904	14	3	173005	-0.48477	0.68608	C7orf25
ENSG00000256646	7	42948872	42971773	70	9	173005	-0.84153	0.79997	PSMA2
ENSG00000106588	7	42956460	42971822	44	8	173005	-0.783	0.78319	PSMA2
ENSG00000106591	7	42971799	42988557	67	10	173005	0.86278	0.19413	MRPL32
ENSG00000002746	7	43152198	43605600	1912	154	173005	-1.7383	0.95892	HECW1
ENSG00000164543	7	43622357	43666385	176	17	173005	2.3348	0.0097767	STK17A
ENSG00000106603	7	43648055	43769316	451	22	173005	2.1444	0.016	COA1
ENSG00000106605	7	43798279	43846939	123	20	173005	2.2841	0.011184	BLVRA
ENSG00000062582	7	43906157	43909492	7	3	173005	0.67335	0.25036	MRPS24
ENSG00000270617	7	43906157	43946188	149	29	173005	1.2109	0.11296	URGCP-MRPS24
ENSG00000106608	7	43915493	43966010	196	31	173005	1.1903	0.11697	URGCP
ENSG00000078967	7	43966037	43995735	111	22	173005	0.6605	0.25447	UBE2D4
ENSG00000136206	7	44040488	44049721	19	7	173005	-0.2436	0.59623	SPDYE1
ENSG00000136279	7	44084239	44109055	104	16	173005	0.93699	0.17438	DBNL
ENSG00000164708	7	44102326	44105186	12	3	173005	0.85699	0.19573	PGAM2
ENSG00000122678	7	44111846	44122139	36	11	173005	1.1334	0.12852	POLM
ENSG00000106624	7	44143960	44154161	39	14	173005	0.12063	0.45199	AEBP1
ENSG00000106628	7	44154286	44163957	33	13	173005	-0.11049	0.54399	POLD2
ENSG00000106631	7	44178463	44180931	15	7	173005	-1.1893	0.88284	MYL7
ENSG00000106633	7	44183872	44237769	222	44	173005	0.14094	0.44396	GCK
ENSG00000106636	7	44240567	44253893	42	12	173005	-1.6179	0.94716	YKT6
ENSG00000058404	7	44256749	44374176	401	38	173005	-1.2503	0.8944	CAMK2B
ENSG00000015676	7	44418720	44530479	316	16	173005	-0.70867	0.76073	NUDCD3
ENSG00000015520	7	44552134	44580914	86	19	173005	-0.9652	0.83278	NPC1L1
ENSG00000136271	7	44605016	44614650	50	14	173005	-0.63115	0.73603	DDX56
ENSG00000158604	7	44617493	44621886	19	7	173005	-1.2776	0.89931	TMED4
ENSG00000105953	7	44646171	44748665	315	36	173005	-1.5614	0.94079	OGDH
ENSG00000122515	7	44788180	44809477	48	16	173005	0.67705	0.24919	ZMIZ2
ENSG00000196262	7	44836279	44864163	125	24	173005	0.48739	0.31299	PPIA
ENSG00000105968	7	44866390	44887682	86	19	173005	1.0929	0.13721	H2AFV
ENSG00000146676	7	44915896	44924960	15	8	173005	0.18968	0.42478	PURB
ENSG00000136286	7	45002261	45018697	49	11	173005	1.1223	0.13086	MYO1G
ENSG00000136280	7	45039074	45116068	330	24	173005	-0.71712	0.76335	CCM2
ENSG00000136274	7	45120037	45128513	33	7	173005	0.27574	0.39138	NACAD
ENSG00000136270	7	45139699	45151646	60	19	173005	-0.53636	0.70414	TBRG4
ENSG00000122679	7	45197390	45225901	234	15	173005	2.6426	0.0041136	RAMP3
ENSG00000164742	7	45613739	45762715	611	68	173005	0.9775	0.16416	ADCY1
ENSG00000267988	7	45902684	45906045	14	6	173005	-0.49918	0.69117	AC096582.1
ENSG00000146678	7	45927956	45933267	20	7	173005	-1.5721	0.94204	IGFBP1
ENSG00000146674	7	45951949	45961473	30	13	173005	-0.078235	0.53118	IGFBP3
ENSG00000233539	7	46713383	46799449	388	38	173005	-1.2822	0.90011	AC011294.3
ENSG00000136205	7	47314752	47622156	1172	127	173005	0.71765	0.23649	TNS3
ENSG00000221845	7	47694842	47701246	22	11	173005	-0.74051	0.7705	C7orf65
ENSG00000136273	7	47735328	48019178	1486	93	173005	-0.14382	0.55718	HUS1
ENSG00000158683	7	47814250	47988088	832	67	173005	0.43692	0.33108	PKD1L1
ENSG00000136275	7	47834889	47859445	112	22	173005	-0.74583	0.77211	C7orf69
ENSG00000164744	7	48026745	48068716	115	13	173005	1.1198	0.1314	SUN3
ENSG00000164746	7	48075108	48100901	121	18	173005	0.37019	0.35562	C7orf57
ENSG00000183696	7	48128225	48148330	59	17	173005	0.23603	0.4067	UPP1
ENSG00000179869	7	48211055	48687092	2272	89	173005	-0.24331	0.59612	ABCA13
ENSG00000267970	7	48887362	48891221	22	6	173005	1.1462	0.12585	AC004899.1
ENSG00000188730	7	49813257	49961546	498	58	173005	2.0744	0.019023	VWC2
ENSG00000042813	7	49890017	50160925	926	32	173005	2.7844	0.0026814	ZPBP
ENSG00000164500	7	50135632	50199426	306	19	173005	2.8872	0.0019436	C7orf72
ENSG00000185811	7	50343720	50472799	338	65	173005	0.38779	0.34909	IKZF1
ENSG00000132436	7	50511831	50518088	17	7	173005	1.8587	0.031532	FIGNL1
ENSG00000132437	7	50526134	50633154	698	37	173005	1.4423	0.074605	DDC
ENSG00000106070	7	50657760	50861159	837	44	173005	0.8986	0.18443	GRB10
ENSG00000106078	7	51083909	51384515	875	67	173005	-0.090876	0.5362	COBL
ENSG00000221900	7	53103349	53104617	10	3	173005	-0.22402	0.58863	POM121L12
ENSG00000170419	7	54610018	54638773	123	24	173005	1.3623	0.086548	VSTM2A
ENSG00000132432	7	54819943	54827667	34	8	173005	2.0433	0.020511	SEC61G
ENSG00000146648	7	55086714	55324313	1026	115	173005	-1.2924	0.90189	EGFR
ENSG00000132434	7	55433141	55501435	258	20	173005	0.59617	0.27553	LANCL2
ENSG00000154978	7	55503749	55640681	783	19	173005	0.082366	0.46718	VOPP1
ENSG00000154997	7	55861237	55930482	306	33	173005	2.695	0.0035189	SEPT14
ENSG00000249773	7	55954970	56022932	234	34	173005	1.9175	0.027585	MRPS17
ENSG00000178665	7	55955169	56009918	182	30	173005	1.9954	0.022998	ZNF713
ENSG00000146729	7	56019486	56067874	174	31	173005	1.264	0.10312	GBAS
ENSG00000239789	7	56019512	56024192	19	8	173005	1.5942	0.05545	MRPS17
ENSG00000146733	7	56078744	56119297	128	24	173005	1.3787	0.083988	PSPH
ENSG00000146731	7	56119323	56131682	43	15	173005	2.1656	0.015171	CCT6A
ENSG00000129103	7	56131695	56148363	59	16	173005	2.6047	0.0045972	SUMF2
ENSG00000164776	7	56148440	56160689	51	12	173005	2.5101	0.0060348	PHKG1
ENSG00000106153	7	56169262	56174269	21	8	173005	1.4053	0.079968	CHCHD2
ENSG00000185290	7	56182374	56184093	5	2	173005	0.96594	0.16704	NUPR1L
ENSG00000185177	7	57187321	57207571	99	11	173005	0.6912	0.24472	ZNF479
ENSG00000182111	7	57509883	57533252	149	12	173005	-0.50321	0.69259	ZNF716
ENSG00000230000	7	62809239	62812151	8	2	173005	-0.24775	0.59784	AC006455.1
ENSG00000257482	7	63505821	63538927	195	17	173005	0.58861	0.27806	ZNF727
ENSG00000197123	7	63688852	63727309	195	27	173005	0.75376	0.2255	ZNF679
ENSG00000234444	7	63767837	63815238	277	28	173005	-0.90194	0.81646	ZNF736
ENSG00000173041	7	63980262	64023484	254	22	173005	-0.09398	0.53744	ZNF680
ENSG00000196247	7	64126511	64171404	197	24	173005	-0.36769	0.64345	ZNF107
ENSG00000197008	7	64254766	64294054	163	17	173005	0.58241	0.28015	ZNF138
ENSG00000198039	7	64330550	64391344	307	18	173005	0.0040694	0.49838	ZNF273
ENSG00000152926	7	64432154	64467062	169	17	173005	0.22145	0.41237	ZNF117
ENSG00000213462	7	64451187	64467121	72	16	173005	-0.082019	0.53268	ERV3-1
ENSG00000146757	7	64838712	64866038	102	12	173005	0.08262	0.46708	ZNF92
ENSG00000269558	7	65112081	65113280	1	1	173005	-1.0403	0.8509	AC104057.1
ENSG00000196715	7	65338254	65424550	241	25	173005	0.48704	0.31312	VKORC1L1
ENSG00000169919	7	65425671	65447301	80	17	173005	0.59837	0.2748	GUSB
ENSG00000126522	7	65540785	65558545	65	15	173005	-0.045691	0.51822	ASL
ENSG00000249319	7	65552756	65617228	263	22	173005	0.19241	0.42371	AC068533.7
ENSG00000241258	7	65579591	65619555	161	22	173005	0.36407	0.3579	CRCP
ENSG00000169902	7	65670186	65885530	691	32	173005	0.7567	0.22461	TPST1
ENSG00000267941	7	65939543	65940709	4	2	173005	-0.95515	0.83025	AC008267.1
ENSG00000243335	7	66093868	66276446	846	29	173005	1.6588	0.048578	KCTD7
ENSG00000154710	7	66147151	66276451	604	30	173005	1.7516	0.039918	RABGEF1
ENSG00000106609	7	66386212	66423538	140	24	173005	1.4737	0.070279	TMEM248
ENSG00000126524	7	66452664	66460588	38	20	173005	2.3321	0.0098469	SBDS
ENSG00000198874	7	66460160	66704501	1640	36	173005	0.24626	0.40274	TYW1
ENSG00000158321	7	69063905	70258054	3589	118	173005	1.595	0.055355	AUTS2
ENSG00000185274	7	70597155	71178585	2630	166	173005	1.7677	0.038559	WBSCR17
ENSG00000183166	7	71244476	71912136	2728	102	173005	0.21231	0.41593	CALN1
ENSG00000196313	7	72349936	72421979	128	49	173005	0.19402	0.42308	POM121
ENSG00000155428	7	72430016	72439997	4	2	173005	1.1704	0.12093	TRIM74
ENSG00000130305	7	72716514	72722864	12	9	173005	-0.25441	0.60041	NSUN5
ENSG00000146755	7	72726535	72742085	29	15	173005	-0.16262	0.56459	TRIM50
ENSG00000077800	7	72742167	72772634	87	13	173005	-1.2003	0.88499	FKBP6
ENSG00000188763	7	72848109	72850450	5	3	173005	-0.71125	0.76153	FZD9
ENSG00000009954	7	72854728	72936608	200	37	173005	-0.23317	0.59219	BAZ1B
ENSG00000106635	7	72950686	72972332	57	11	173005	-0.75156	0.77384	BCL7B
ENSG00000106638	7	72983262	72993121	33	11	173005	1.1932	0.11639	TBL2
ENSG00000009950	7	73007524	73038873	112	22	173005	0.21876	0.41342	MLXIPL
ENSG00000176428	7	73082155	73086442	11	4	173005	-0.9362	0.82541	VPS37D
ENSG00000176410	7	73095299	73097783	15	4	173005	-1.0663	0.85686	DNAJC30
ENSG00000071462	7	73097355	73119491	83	15	173005	-1.0865	0.86137	WBSCR22
ENSG00000106089	7	73113536	73134002	56	19	173005	-0.53555	0.70387	STX1A
ENSG00000106077	7	73150424	73153197	7	3	173005	-0.70591	0.75988	ABHD11
ENSG00000165215	7	73183328	73184600	5	3	173005	-0.19176	0.57604	CLDN3
ENSG00000189143	7	73213872	73247014	94	11	173005	-0.19617	0.57776	CLDN4
ENSG00000165171	7	73248920	73256865	25	3	173005	-0.99552	0.84026	WBSCR27
ENSG00000175877	7	73275489	73280223	20	4	173005	-0.69738	0.75722	WBSCR28
ENSG00000049540	7	73442119	73484237	119	39	173005	1.3297	0.091805	ELN
ENSG00000106683	7	73497263	73536855	106	23	173005	1.9646	0.02473	LIMK1
ENSG00000106682	7	73588575	73611431	58	16	173005	-0.34156	0.63366	EIF4H
ENSG00000086730	7	73613982	73644161	97	12	173005	-0.2639	0.60407	LAT2
ENSG00000049541	7	73645829	73668774	82	15	173005	-0.068444	0.52728	RFC2
ENSG00000106665	7	73703805	73820273	402	40	173005	2.0388	0.020733	CLIP2
ENSG00000006704	7	73868120	74016931	528	58	173005	1.0204	0.15376	GTF2IRD1
ENSG00000077809	7	74071994	74175026	171	34	173005	0.7844	0.2164	GTF2I
ENSG00000158517	7	74188309	74203659	13	4	173005	0.8389	0.20076	NCF1
ENSG00000196275	7	74210483	74267847	31	6	173005	0.68165	0.24773	GTF2IRD2
ENSG00000183086	7	74379083	74438803	14	7	173005	1.0454	0.14793	GATSL1
ENSG00000174374	7	74441226	74490064	35	11	173005	1.086	0.13873	WBSCR16
ENSG00000174428	7	74508364	74565623	24	10	173005	0.75877	0.224	GTF2IRD2B
ENSG00000198750	7	74807499	74867509	6	4	173005	0.43925	0.33024	GATSL2
ENSG00000178809	7	75024337	75040279	3	2	173005	-0.097856	0.53898	TRIM73
ENSG00000135213	7	75046066	75115548	228	35	173005	1.0456	0.14787	POM121C
ENSG00000127946	7	75162621	75368280	916	81	173005	0.19543	0.42253	HIP1
ENSG00000006606	7	75398851	75419214	118	18	173005	0.17071	0.43223	CCL26
ENSG00000106178	7	75440983	75452674	73	16	173005	-2.14	0.98382	CCL24
ENSG00000005486	7	75471920	75518244	149	35	173005	-2.1329	0.98353	RHBDD2
ENSG00000127948	7	75528518	75616173	298	50	173005	1.3645	0.086202	POR
ENSG00000127952	7	75625656	75677322	189	37	173005	0.23638	0.40657	STYXL1
ENSG00000146701	7	75677369	75696826	71	13	173005	0.50728	0.30598	MDH2
ENSG00000177679	7	75831216	75916605	304	31	173005	-0.31569	0.62388	SRRM3
ENSG00000106211	7	75931861	75933612	8	4	173005	-1.2068	0.88625	HSPB1
ENSG00000170027	7	75956116	75988348	92	17	173005	-0.83456	0.79802	YWHAG
ENSG00000146700	7	76018651	76039012	104	14	173005	0.99557	0.15973	SRCRB4D
ENSG00000188372	7	76026835	76071388	231	32	173005	0.6732	0.25041	ZP3
ENSG00000091073	7	76090993	76135312	99	14	173005	0.088108	0.4649	DTX2
ENSG00000243566	7	76139745	76648340	1841	83	173005	-0.66129	0.74579	UPK3B
ENSG00000146707	7	76239303	76256578	120	12	173005	0.34533	0.36492	POMZP3
ENSG00000135205	7	76751751	76958850	892	43	173005	0.44435	0.32839	CCDC146
ENSG00000127951	7	76822688	76829143	13	9	173005	-0.19918	0.57894	FGL2
ENSG00000186088	7	76940068	77045717	401	34	173005	-0.99064	0.83907	GSAP
ENSG00000127947	7	77166592	77269388	367	25	173005	0.39936	0.34481	PTPN12
ENSG00000187257	7	77325760	77412339	317	27	173005	0.26081	0.39712	RSBN1L
ENSG00000135211	7	77423045	77427897	14	7	173005	0.50107	0.30816	TMEM60
ENSG00000006576	7	77428122	77586818	463	37	173005	0.27584	0.39134	PHTF2
ENSG00000187391	7	77646393	79082890	6930	333	173005	0.26355	0.39606	MAGI2
ENSG00000127955	7	79763271	79848718	288	42	173005	0.28495	0.38784	GNAI1
ENSG00000135218	7	79998891	80308593	1142	70	173005	2.3344	0.0097872	CD36
ENSG00000214415	7	80087987	80141336	180	28	173005	2.8734	0.0020305	GNAT3
ENSG00000075223	7	80371854	80551675	582	76	173005	0.25115	0.40085	SEMA3C
ENSG00000237896	7	80804824	80828431	151	22	173005	-1.078	0.85947	AC005008.2
ENSG00000019991	7	81328322	81399754	199	27	173005	-1.6386	0.94935	HGF
ENSG00000153956	7	81575760	82073114	2103	147	173005	3.0513	0.0011392	CACNA2D1
ENSG00000186472	7	82383329	82792246	1502	69	173005	4.7592	9.7167e-07	PCLO
ENSG00000170381	7	82993222	83278326	1246	54	173005	0.13044	0.44811	SEMA3E
ENSG00000075213	7	83585093	84122040	2449	101	173005	0.25378	0.39983	SEMA3A
ENSG00000153993	7	84624869	84816171	448	61	173005	-0.639	0.73859	SEMA3D
ENSG00000198822	7	86273230	86494200	658	63	173005	0.92568	0.17731	GRM3
ENSG00000164659	7	86506222	86689015	599	32	173005	0.71234	0.23813	KIAA1324L
ENSG00000135164	7	86781677	86825653	165	16	173005	0.82554	0.20453	DMTF1
ENSG00000135185	7	86825478	86849903	97	14	173005	0.61693	0.26864	TMEM243
ENSG00000005469	7	86974997	87029111	168	32	173005	0.067732	0.473	CROT
ENSG00000005471	7	87031013	87109751	250	27	173005	0.52179	0.30091	ABCB4
ENSG00000085563	7	87133175	87342611	588	50	173005	-0.97038	0.83407	ABCB1
ENSG00000105784	7	87256864	87461611	484	32	173005	-0.079011	0.53149	RUNDC3B
ENSG00000075303	7	87462883	87505672	110	19	173005	0.55337	0.29	SLC25A40
ENSG00000006634	7	87505531	87538856	97	20	173005	0.39177	0.34761	DBF4
ENSG00000008277	7	87563458	87832204	671	43	173005	-0.48954	0.68777	ADAM22
ENSG00000075142	7	87834433	87856308	50	12	173005	1.1314	0.12895	SRI
ENSG00000127954	7	87905744	87936206	74	13	173005	2.1539	0.015622	STEAP4
ENSG00000182348	7	88388682	88966346	2643	119	173005	0.50899	0.30538	ZNF804B
ENSG00000164645	7	88423420	88425035	7	3	173005	1.4059	0.079884	C7orf62
ENSG00000164647	7	89783689	89794143	30	10	173005	-1.3912	0.91791	STEAP1
ENSG00000157214	7	89796904	89867451	279	18	173005	-1.1449	0.87387	STEAP2
ENSG00000105792	7	89874488	89940377	222	30	173005	-0.090919	0.53622	C7orf63
ENSG00000105793	7	89964537	90020769	266	21	173005	0.030067	0.48801	GTPBP10
ENSG00000157224	7	90013035	90142716	500	52	173005	0.37767	0.35284	CLDN12
ENSG00000058091	7	90095738	90839905	3087	99	173005	2.1232	0.016868	CDK14
ENSG00000157240	7	90893783	90898123	5	2	173005	0.68007	0.24823	FZD1
ENSG00000127989	7	91321323	91510034	518	37	173005	1.4363	0.075452	MTERF
